brand,year,season,num,r,g,b,a
chanel,2020,fall,45,228,227,221,253
chanel,2020,fall,45,101,86,77,251
chanel,2020,fall,45,87,52,45,253
chanel,2020,fall,45,25,28,28,253
chanel,2019,spring,20,204,151,143,253
chanel,2019,spring,20,184,131,118,252
chanel,2019,spring,20,227,226,235,253
chanel,2019,spring,20,160,110,98,252
chanel,2019,spring,30,221,213,228,253
chanel,2019,spring,30,171,147,156,244
chanel,2019,spring,30,160,108,97,252
chanel,2019,spring,30,40,30,33,252
chanel,2019,spring,42,73,49,47,253
chanel,2019,spring,42,50,35,34,252
chanel,2019,spring,42,235,224,203,253
chanel,2019,spring,42,229,212,168,253
chanel,2019,spring,52,248,207,212,253
chanel,2019,spring,52,224,165,171,253
chanel,2019,spring,52,40,31,37,252
chanel,2019,spring,52,237,184,196,253
chanel,2020,fall,5,221,201,180,253
chanel,2020,fall,5,94,89,84,251
chanel,2020,fall,5,16,23,24,253
chanel,2020,fall,5,230,226,217,253
chanel,2020,fall,37,217,175,149,253
chanel,2020,fall,37,91,83,80,251
chanel,2020,fall,37,243,206,175,253
chanel,2020,fall,37,25,26,34,254
chanel,2020,fall,27,165,48,72,253
chanel,2020,fall,27,151,30,52,253
chanel,2020,fall,27,94,26,37,253
chanel,2020,fall,27,39,26,27,253
chanel,2018,spring,38,211,217,220,249
chanel,2018,spring,38,146,115,103,252
chanel,2018,spring,38,171,158,153,244
chanel,2018,spring,38,82,84,85,101
chanel,2018,spring,7,227,219,229,253
chanel,2018,spring,7,205,171,158,253
chanel,2018,spring,7,173,152,151,250
chanel,2018,spring,7,15,94,210,253
chanel,2018,spring,28,216,219,221,253
chanel,2018,spring,28,29,33,35,252
chanel,2018,spring,28,158,160,159,250
chanel,2018,spring,28,92,94,91,251
chanel,2018,spring,81,227,229,231,253
chanel,2018,spring,81,153,109,94,252
chanel,2018,spring,81,209,170,153,253
chanel,2018,spring,81,179,152,145,250
chanel,2020,spring,24,220,173,152,253
chanel,2020,spring,24,28,29,33,251
chanel,2020,spring,24,221,222,224,250
chanel,2020,spring,24,166,166,172,251
chanel,2020,spring,34,229,97,77,253
chanel,2020,spring,34,164,39,37,253
chanel,2020,spring,34,219,46,44,253
chanel,2020,spring,34,39,30,29,253
chanel,2020,spring,12,232,229,232,253
chanel,2020,spring,12,160,159,163,252
chanel,2020,spring,12,94,93,96,250
chanel,2020,spring,12,30,30,31,252
chanel,2020,spring,8,232,219,214,253
chanel,2020,spring,8,156,107,88,253
chanel,2020,spring,8,216,170,154,253
chanel,2020,spring,8,22,24,26,253
chanel,2021,spring,68,201,201,205,247
chanel,2021,spring,68,167,163,168,243
chanel,2021,spring,68,141,101,86,252
chanel,2021,spring,68,109,91,90,249
chanel,2018,fall,49,216,215,221,253
chanel,2018,fall,49,153,155,171,252
chanel,2018,fall,49,92,111,148,253
chanel,2018,fall,49,80,80,93,253
chanel,2018,fall,59,94,97,97,253
chanel,2018,fall,59,224,226,223,252
chanel,2018,fall,59,153,158,158,252
chanel,2018,fall,59,33,34,30,252
chanel,2019,spring,64,175,161,162,237
chanel,2019,spring,64,159,109,97,250
chanel,2019,spring,64,216,214,223,252
chanel,2019,spring,64,203,172,166,250
chanel,2019,spring,74,103,81,81,250
chanel,2019,spring,74,219,158,144,253
chanel,2019,spring,74,162,112,99,252
chanel,2019,spring,74,34,28,34,253
chanel,2020,fall,11,241,207,176,253
chanel,2020,fall,11,80,55,48,253
chanel,2020,fall,11,98,84,78,250
chanel,2020,fall,11,26,28,30,253
chanel,2020,fall,73,213,167,144,253
chanel,2020,fall,73,157,159,159,246
chanel,2020,fall,73,92,91,87,252
chanel,2020,fall,73,30,34,36,254
chanel,2019,spring,4,220,206,210,253
chanel,2019,spring,4,209,172,167,253
chanel,2019,spring,4,170,160,169,251
chanel,2019,spring,4,21,18,24,253
chanel,2020,fall,63,240,205,179,253
chanel,2020,fall,63,210,172,150,253
chanel,2020,fall,63,88,86,86,252
chanel,2020,fall,63,12,18,19,253
chanel,2019,spring,16,167,203,210,253
chanel,2019,spring,16,103,157,166,251
chanel,2019,spring,16,219,216,225,253
chanel,2019,spring,16,156,166,172,249
chanel,2018,fall,82,99,89,80,250
chanel,2018,fall,82,86,71,56,248
chanel,2018,fall,82,71,56,45,250
chanel,2018,fall,82,15,14,14,253
chanel,2020,spring,60,215,175,159,253
chanel,2020,spring,60,42,49,81,253
chanel,2020,spring,60,225,220,220,253
chanel,2020,spring,60,34,36,45,253
chanel,2019,fall,39,217,89,174,254
chanel,2019,fall,39,94,91,91,252
chanel,2019,fall,39,226,224,221,254
chanel,2019,fall,39,41,40,45,253
chanel,2019,fall,29,162,159,162,252
chanel,2019,fall,29,28,33,43,253
chanel,2019,fall,29,223,222,221,253
chanel,2019,fall,29,93,92,98,252
chanel,2020,spring,70,218,171,151,253
chanel,2020,spring,70,37,33,33,253
chanel,2020,spring,70,232,232,233,253
chanel,2020,spring,70,150,104,87,252
chanel,2020,spring,84,79,83,91,252
chanel,2020,spring,84,28,29,31,153
chanel,2020,spring,84,20,23,26,253
chanel,2018,spring,21,103,151,156,253
chanel,2018,spring,21,40,55,70,253
chanel,2018,spring,21,227,222,218,253
chanel,2018,spring,21,23,34,42,253
chanel,2018,spring,31,217,221,224,253
chanel,2018,spring,31,95,95,90,253
chanel,2018,spring,31,38,39,38,253
chanel,2018,spring,31,163,162,159,251
chanel,2021,spring,57,224,223,224,254
chanel,2021,spring,57,182,153,142,249
chanel,2021,spring,57,175,137,118,252
chanel,2021,spring,57,205,170,152,253
chanel,2018,fall,76,241,101,146,253
chanel,2018,fall,76,237,223,217,253
chanel,2018,fall,76,222,167,161,253
chanel,2018,fall,76,29,28,30,253
chanel,2018,spring,88,219,197,182,253
chanel,2018,spring,88,207,177,160,253
chanel,2018,spring,88,221,220,222,253
chanel,2018,spring,88,178,162,153,245
chanel,2018,fall,66,226,229,230,254
chanel,2018,fall,66,163,165,162,252
chanel,2018,fall,66,96,93,94,252
chanel,2018,fall,66,18,17,17,253
chanel,2019,fall,64,220,175,156,253
chanel,2019,fall,64,211,197,185,253
chanel,2019,fall,64,224,226,224,253
chanel,2019,fall,64,174,172,165,246
chanel,2019,fall,16,93,91,92,252
chanel,2019,fall,16,29,33,36,253
chanel,2019,fall,16,210,170,151,253
chanel,2019,fall,16,160,158,157,252
chanel,2019,spring,80,217,165,157,253
chanel,2019,spring,80,72,53,56,252
chanel,2019,spring,80,95,78,82,252
chanel,2019,spring,80,36,32,39,253
chanel,2021,spring,2,95,89,95,253
chanel,2021,spring,2,36,33,38,253
chanel,2021,spring,2,209,162,155,253
chanel,2021,spring,2,159,152,159,253
chanel,2018,fall,14,55,71,81,254
chanel,2018,fall,14,30,37,42,253
chanel,2018,fall,14,80,92,101,253
chanel,2018,fall,14,46,58,69,254
chanel,2021,spring,25,226,219,231,253
chanel,2021,spring,25,244,148,208,253
chanel,2021,spring,25,181,136,117,253
chanel,2021,spring,25,156,110,95,252
chanel,2021,spring,35,220,223,221,253
chanel,2021,spring,35,178,135,117,253
chanel,2021,spring,35,28,31,36,253
chanel,2021,spring,35,167,118,103,252
chanel,2018,spring,43,215,214,211,253
chanel,2018,spring,43,207,196,185,253
chanel,2018,spring,43,203,182,170,253
chanel,2018,spring,43,174,168,159,251
chanel,2018,spring,53,209,219,225,253
chanel,2018,spring,53,203,171,157,253
chanel,2018,spring,53,175,202,217,253
chanel,2018,spring,53,150,182,203,253
chanel,2019,spring,39,243,231,150,253
chanel,2019,spring,39,166,107,80,253
chanel,2019,spring,39,240,232,207,253
chanel,2019,spring,39,239,220,107,253
chanel,2019,spring,29,227,217,225,253
chanel,2019,spring,29,208,159,161,253
chanel,2019,spring,29,201,137,116,253
chanel,2019,spring,29,165,109,94,252
chanel,2018,fall,42,147,109,96,252
chanel,2018,fall,42,98,89,83,253
chanel,2018,fall,42,39,35,33,253
chanel,2018,fall,42,77,52,44,252
chanel,2018,fall,52,163,163,158,252
chanel,2018,fall,52,36,33,30,253
chanel,2018,fall,52,219,218,216,253
chanel,2018,fall,52,93,94,91,253
chanel,2020,spring,3,228,219,222,253
chanel,2020,spring,3,220,167,159,254
chanel,2020,spring,3,33,29,30,253
chanel,2020,spring,3,86,40,44,253
chanel,2021,spring,63,206,213,222,249
chanel,2021,spring,63,169,159,161,231
chanel,2021,spring,63,24,23,29,249
chanel,2021,spring,63,149,116,109,253
chanel,2019,fall,50,223,225,227,253
chanel,2019,fall,50,151,101,85,253
chanel,2019,fall,50,168,166,166,247
chanel,2019,fall,50,31,36,42,252
chanel,2019,fall,40,172,11,82,252
chanel,2019,fall,40,239,86,166,253
chanel,2019,fall,40,233,52,142,254
chanel,2019,fall,40,214,22,112,254
chanel,2020,spring,19,241,215,211,253
chanel,2020,spring,19,221,173,164,253
chanel,2020,spring,19,29,25,27,253
chanel,2020,spring,19,102,86,86,251
chanel,2018,spring,15,157,161,164,252
chanel,2018,spring,15,209,174,156,253
chanel,2018,spring,15,208,214,220,253
chanel,2018,spring,15,92,98,102,252
chanel,2018,spring,77,216,219,219,253
chanel,2018,spring,77,184,199,203,253
chanel,2018,spring,77,207,176,159,253
chanel,2018,spring,77,169,168,163,251
chanel,2018,spring,67,225,169,167,253
chanel,2018,spring,67,235,204,203,253
chanel,2018,spring,67,229,194,186,253
chanel,2018,spring,67,163,106,100,249
chanel,2020,fall,68,229,225,220,252
chanel,2020,fall,68,209,177,158,253
chanel,2020,fall,68,173,168,163,246
chanel,2020,fall,68,100,98,97,249
chanel,2019,fall,32,89,91,100,251
chanel,2019,fall,32,220,218,215,253
chanel,2019,fall,32,161,160,162,251
chanel,2019,fall,32,26,32,41,251
chanel,2019,fall,22,208,169,151,253
chanel,2019,fall,22,165,161,157,251
chanel,2019,fall,22,27,27,28,253
chanel,2019,fall,22,218,220,219,253
chanel,2021,spring,11,226,185,196,253
chanel,2021,spring,11,210,169,171,253
chanel,2021,spring,11,89,89,97,253
chanel,2021,spring,11,26,26,31,253
chanel,2018,fall,20,59,67,69,254
chanel,2018,fall,20,82,76,54,248
chanel,2018,fall,20,80,86,81,252
chanel,2018,fall,20,37,40,39,253
chanel,2018,fall,30,92,47,37,252
chanel,2018,fall,30,151,104,87,252
chanel,2018,fall,30,113,88,77,252
chanel,2018,fall,30,108,72,54,252
chanel,2018,spring,5,88,101,103,250
chanel,2018,spring,5,162,158,158,252
chanel,2018,spring,5,32,90,91,251
chanel,2018,spring,5,14,42,38,243
chanel,2020,fall,25,92,93,92,252
chanel,2020,fall,25,222,224,222,253
chanel,2020,fall,25,159,160,159,253
chanel,2020,fall,25,29,30,32,253
chanel,2020,fall,35,166,163,157,252
chanel,2020,fall,35,98,95,92,253
chanel,2020,fall,35,36,37,37,253
chanel,2020,fall,35,226,224,217,253
chanel,2020,fall,7,234,227,215,253
chanel,2020,fall,7,97,89,85,252
chanel,2020,fall,7,30,31,32,253
chanel,2020,fall,7,215,170,151,253
chanel,2019,spring,50,22,27,46,253
chanel,2019,spring,50,204,158,153,253
chanel,2019,spring,50,85,82,103,252
chanel,2019,spring,50,39,46,74,253
chanel,2019,spring,40,233,223,203,253
chanel,2019,spring,40,207,173,148,252
chanel,2019,spring,40,159,107,88,252
chanel,2019,spring,40,227,212,170,253
chanel,2020,spring,36,234,229,227,253
chanel,2020,spring,36,53,89,139,254
chanel,2020,spring,36,43,71,114,253
chanel,2020,spring,36,36,30,32,253
chanel,2020,spring,26,28,27,30,251
chanel,2020,spring,26,222,222,224,253
chanel,2020,spring,26,159,158,160,244
chanel,2020,spring,26,88,88,89,101
chanel,2018,spring,83,158,159,155,179
chanel,2018,spring,83,215,216,216,239
chanel,2018,spring,83,205,172,158,250
chanel,2018,spring,83,178,170,165,223
chanel,2021,spring,9,159,157,166,252
chanel,2021,spring,9,97,93,95,251
chanel,2021,spring,9,215,216,224,254
chanel,2021,spring,9,26,26,29,253
chanel,2020,spring,54,44,51,71,254
chanel,2020,spring,54,220,172,153,254
chanel,2020,spring,54,84,82,91,252
chanel,2020,spring,54,24,30,42,253
chanel,2020,spring,44,218,213,212,254
chanel,2020,spring,44,217,172,150,253
chanel,2020,spring,44,160,160,165,253
chanel,2020,spring,44,95,92,97,252
chanel,2019,spring,32,158,103,89,253
chanel,2019,spring,32,221,212,217,253
chanel,2019,spring,32,211,162,166,253
chanel,2019,spring,32,171,156,166,251
chanel,2019,spring,22,233,211,216,253
chanel,2019,spring,22,215,165,156,253
chanel,2019,spring,22,200,140,118,253
chanel,2019,spring,22,159,110,97,252
chanel,2020,fall,47,242,219,203,253
chanel,2020,fall,47,89,89,87,252
chanel,2020,fall,47,231,202,180,253
chanel,2020,fall,47,24,26,28,253
chanel,2020,fall,57,235,233,227,254
chanel,2020,fall,57,214,177,152,253
chanel,2020,fall,57,171,165,159,252
chanel,2020,fall,57,229,200,175,253
chanel,2018,spring,48,209,175,156,253
chanel,2018,spring,48,151,163,165,251
chanel,2018,spring,48,109,144,153,253
chanel,2018,spring,48,87,102,106,252
chanel,2018,spring,58,157,159,165,251
chanel,2018,spring,58,89,115,145,253
chanel,2018,spring,58,84,87,102,252
chanel,2018,spring,58,208,172,154,253
chanel,2018,fall,80,94,85,81,253
chanel,2018,fall,80,230,198,177,253
chanel,2018,fall,80,214,174,152,253
chanel,2018,fall,80,34,32,31,253
chanel,2019,spring,14,165,175,207,253
chanel,2019,spring,14,158,111,99,252
chanel,2019,spring,14,211,212,229,253
chanel,2019,spring,14,161,154,167,251
chanel,2018,fall,8,158,158,153,253
chanel,2018,fall,8,101,96,89,253
chanel,2018,fall,8,73,54,45,252
chanel,2018,fall,8,43,36,30,252
chanel,2020,fall,61,230,214,206,253
chanel,2020,fall,61,207,180,162,253
chanel,2020,fall,61,94,92,93,251
chanel,2020,fall,61,13,20,22,253
chanel,2019,spring,6,210,151,142,253
chanel,2019,spring,6,161,111,99,252
chanel,2019,spring,6,228,228,242,253
chanel,2019,spring,6,24,22,28,253
chanel,2020,fall,71,41,43,44,251
chanel,2020,fall,71,229,226,224,253
chanel,2020,fall,71,208,180,165,253
chanel,2020,fall,71,171,162,158,247
chanel,2020,spring,72,60,59,66,253
chanel,2020,spring,72,159,160,163,248
chanel,2020,spring,72,80,78,83,251
chanel,2020,spring,72,35,34,38,253
chanel,2020,spring,62,215,215,218,253
chanel,2020,spring,62,90,89,92,252
chanel,2020,spring,62,166,164,167,248
chanel,2020,spring,62,30,30,35,253
chanel,2021,spring,18,205,169,163,253
chanel,2021,spring,18,25,27,31,253
chanel,2021,spring,18,202,22,41,254
chanel,2021,spring,18,175,12,32,253
chanel,2018,fall,39,228,219,213,253
chanel,2018,fall,39,42,43,44,253
chanel,2018,fall,39,161,156,151,253
chanel,2018,fall,39,93,90,88,253
chanel,2018,fall,29,223,163,151,253
chanel,2018,fall,29,210,141,112,253
chanel,2018,fall,29,157,107,86,253
chanel,2018,fall,29,86,51,35,253
chanel,2019,fall,49,81,81,82,101
chanel,2019,fall,49,224,214,216,253
chanel,2019,fall,49,29,32,35,252
chanel,2020,spring,10,159,93,97,253
chanel,2020,spring,10,98,85,92,251
chanel,2020,spring,10,85,41,48,253
chanel,2020,spring,10,30,26,29,253
chanel,2019,fall,59,238,197,177,253
chanel,2019,fall,59,24,29,32,252
chanel,2019,fall,59,219,174,153,253
chanel,2019,fall,59,93,90,88,241
chanel,2020,fall,13,229,226,219,252
chanel,2020,fall,13,100,100,100,109
chanel,2020,fall,13,10,13,13,253
chanel,2019,spring,76,219,157,148,253
chanel,2019,spring,76,166,112,101,252
chanel,2019,spring,76,96,76,79,251
chanel,2019,spring,76,29,24,31,253
chanel,2019,spring,66,53,55,70,252
chanel,2019,spring,66,28,25,31,253
chanel,2019,spring,66,89,78,85,251
chanel,2019,spring,66,82,52,49,252
chanel,2019,fall,9,155,159,159,252
chanel,2019,fall,9,89,93,96,252
chanel,2019,fall,9,26,31,34,252
chanel,2019,fall,9,221,220,216,253
chanel,2021,spring,37,202,163,143,253
chanel,2021,spring,37,22,25,29,252
chanel,2021,spring,37,230,230,232,253
chanel,2021,spring,37,179,136,117,253
chanel,2021,spring,27,207,169,150,253
chanel,2021,spring,27,179,139,116,253
chanel,2021,spring,27,223,222,226,253
chanel,2021,spring,27,170,158,153,249
chanel,2018,fall,16,213,105,6,253
chanel,2018,fall,16,173,87,8,252
chanel,2018,fall,16,81,84,79,250
chanel,2018,fall,16,37,38,39,251
chanel,2019,spring,82,105,66,60,253
chanel,2019,spring,82,102,84,87,252
chanel,2019,spring,82,80,50,49,253
chanel,2019,spring,82,26,22,29,253
chanel,2019,fall,14,217,219,220,253
chanel,2019,fall,14,158,159,160,251
chanel,2019,fall,14,29,33,36,249
chanel,2019,fall,14,94,96,100,247
chanel,2018,spring,51,159,157,164,249
chanel,2018,spring,51,214,218,224,253
chanel,2018,spring,51,178,200,216,253
chanel,2018,spring,51,158,178,204,253
chanel,2018,spring,41,107,99,99,250
chanel,2018,spring,41,220,222,226,253
chanel,2018,spring,41,203,172,161,253
chanel,2018,spring,41,170,164,165,248
chanel,2018,spring,33,204,177,167,253
chanel,2018,spring,33,96,101,103,251
chanel,2018,spring,33,217,216,216,253
chanel,2018,spring,33,165,160,158,251
chanel,2018,spring,23,227,211,204,253
chanel,2018,spring,23,208,175,161,253
chanel,2018,spring,23,174,161,154,249
chanel,2018,spring,23,33,35,38,253
chanel,2019,spring,49,232,209,200,253
chanel,2019,spring,49,225,197,186,254
chanel,2019,spring,49,209,174,162,253
chanel,2019,spring,49,163,112,95,252
chanel,2019,spring,59,178,163,164,248
chanel,2019,spring,59,226,220,227,253
chanel,2019,spring,59,203,162,156,253
chanel,2019,spring,59,160,110,97,251
chanel,2019,fall,66,219,220,219,253
chanel,2019,fall,66,208,172,157,253
chanel,2019,fall,66,175,172,167,249
chanel,2019,fall,66,154,108,96,252
chanel,2018,fall,64,6,69,173,250
chanel,2018,fall,64,2,53,149,253
chanel,2018,fall,64,23,24,32,252
chanel,2018,fall,64,3,34,106,252
chanel,2018,fall,74,223,161,158,253
chanel,2018,fall,74,73,55,45,246
chanel,2018,fall,74,26,25,25,253
chanel,2018,fall,74,236,220,211,253
chanel,2021,spring,55,207,165,152,253
chanel,2021,spring,55,178,135,121,253
chanel,2021,spring,55,174,147,140,250
chanel,2021,spring,55,29,28,32,253
chanel,2021,spring,45,218,218,220,247
chanel,2021,spring,45,204,160,148,253
chanel,2021,spring,45,156,112,102,251
chanel,2021,spring,45,23,24,29,253
chanel,2020,spring,63,160,159,160,252
chanel,2020,spring,63,26,27,31,253
chanel,2020,spring,63,219,218,219,253
chanel,2020,spring,63,93,92,93,249
chanel,2020,spring,73,218,175,151,253
chanel,2020,spring,73,237,200,178,254
chanel,2020,spring,73,86,86,89,249
chanel,2020,spring,73,23,24,27,253
chanel,2018,fall,28,81,81,81,250
chanel,2018,fall,28,27,27,28,253
chanel,2018,fall,28,220,172,148,253
chanel,2018,fall,28,163,36,36,253
chanel,2018,fall,38,228,217,209,253
chanel,2018,fall,38,90,89,88,253
chanel,2018,fall,38,160,156,151,253
chanel,2018,fall,38,40,40,40,253
chanel,2021,spring,19,82,81,87,252
chanel,2021,spring,19,31,33,38,253
chanel,2021,spring,19,211,160,140,253
chanel,2021,spring,19,57,58,67,253
chanel,2018,fall,81,248,167,205,253
chanel,2018,fall,81,240,217,212,253
chanel,2018,fall,81,223,161,163,252
chanel,2018,fall,81,32,31,32,253
chanel,2020,fall,70,222,221,220,251
chanel,2020,fall,70,168,157,156,251
chanel,2020,fall,70,92,87,84,241
chanel,2020,fall,70,212,176,156,253
chanel,2019,spring,7,93,87,95,253
chanel,2019,spring,7,28,25,32,254
chanel,2019,spring,7,226,224,230,254
chanel,2019,spring,7,158,152,160,253
chanel,2020,fall,60,144,107,97,253
chanel,2020,fall,60,26,29,30,252
chanel,2020,fall,60,229,228,223,252
chanel,2020,fall,60,102,82,76,251
chanel,2018,fall,9,96,89,81,253
chanel,2018,fall,9,79,69,57,253
chanel,2018,fall,9,69,57,48,253
chanel,2018,fall,9,44,37,31,253
chanel,2019,spring,15,153,113,107,252
chanel,2019,spring,15,108,97,101,251
chanel,2019,spring,15,213,158,152,253
chanel,2019,spring,15,164,152,151,253
chanel,2019,spring,67,225,221,228,254
chanel,2019,spring,67,32,29,35,253
chanel,2019,spring,67,157,102,85,253
chanel,2019,spring,67,93,86,93,252
chanel,2019,spring,77,85,79,86,250
chanel,2019,spring,77,213,164,158,252
chanel,2019,spring,77,158,110,94,246
chanel,2019,spring,77,35,32,38,253
chanel,2020,fall,12,223,219,165,253
chanel,2020,fall,12,79,53,43,253
chanel,2020,fall,12,37,37,35,252
chanel,2020,fall,12,174,160,105,252
chanel,2019,fall,58,23,29,32,251
chanel,2019,fall,58,226,220,217,253
chanel,2019,fall,58,86,92,94,252
chanel,2019,fall,48,239,77,47,253
chanel,2019,fall,48,171,161,161,249
chanel,2019,fall,48,231,30,23,254
chanel,2019,fall,48,226,222,224,253
chanel,2020,spring,11,225,215,216,253
chanel,2020,spring,11,220,167,157,253
chanel,2020,spring,11,154,104,91,252
chanel,2020,spring,11,33,30,35,252
chanel,2018,spring,40,204,169,153,252
chanel,2018,spring,40,175,137,118,250
chanel,2018,spring,40,174,161,155,245
chanel,2018,spring,40,221,222,223,253
chanel,2018,spring,50,176,201,215,254
chanel,2018,spring,50,150,181,202,253
chanel,2018,spring,50,148,165,173,250
chanel,2018,spring,50,209,222,229,253
chanel,2018,fall,17,246,47,88,253
chanel,2018,fall,17,241,53,38,253
chanel,2018,fall,17,81,49,30,252
chanel,2018,fall,17,34,26,23,253
chanel,2021,spring,26,222,225,234,253
chanel,2021,spring,26,207,162,141,253
chanel,2021,spring,26,154,154,165,252
chanel,2021,spring,26,30,30,35,253
chanel,2019,fall,8,90,93,95,251
chanel,2019,fall,8,31,35,40,253
chanel,2019,fall,8,226,222,218,253
chanel,2021,spring,36,221,217,216,247
chanel,2021,spring,36,34,33,35,249
chanel,2021,spring,36,206,166,152,251
chanel,2021,spring,36,179,162,155,234
chanel,2019,fall,15,213,175,153,253
chanel,2019,fall,15,92,89,91,250
chanel,2019,fall,15,155,154,156,250
chanel,2019,fall,15,24,28,32,253
chanel,2021,spring,1,101,91,83,253
chanel,2021,spring,1,206,172,163,253
chanel,2021,spring,1,175,152,142,253
chanel,2021,spring,1,26,26,29,253
chanel,2019,spring,83,233,222,223,251
chanel,2019,spring,83,84,82,99,252
chanel,2019,spring,83,39,54,75,250
chanel,2019,spring,83,21,22,33,253
chanel,2019,fall,67,216,179,164,253
chanel,2019,fall,67,177,171,163,245
chanel,2019,fall,67,223,224,222,253
chanel,2019,fall,67,222,196,184,253
chanel,2021,spring,44,226,223,222,253
chanel,2021,spring,44,158,115,106,253
chanel,2021,spring,44,201,164,152,253
chanel,2021,spring,44,176,152,146,251
chanel,2021,spring,54,226,197,183,253
chanel,2021,spring,54,91,85,89,253
chanel,2021,spring,54,211,174,156,253
chanel,2021,spring,54,30,30,34,253
chanel,2018,fall,75,145,113,92,246
chanel,2018,fall,75,96,85,78,251
chanel,2018,fall,75,71,56,48,249
chanel,2018,fall,75,27,26,26,252
chanel,2018,fall,65,3,155,103,253
chanel,2018,fall,65,220,218,211,252
chanel,2018,fall,65,97,90,85,252
chanel,2018,fall,65,32,32,31,253
chanel,2018,spring,22,205,171,163,253
chanel,2018,spring,22,170,154,149,249
chanel,2018,spring,22,88,88,85,253
chanel,2018,spring,22,32,32,31,253
chanel,2018,spring,32,29,33,34,254
chanel,2018,spring,32,205,170,157,253
chanel,2018,spring,32,169,154,151,251
chanel,2018,spring,32,95,92,91,252
chanel,2019,spring,58,170,161,169,249
chanel,2019,spring,58,218,214,224,253
chanel,2019,spring,58,169,176,205,253
chanel,2019,spring,58,153,102,84,253
chanel,2019,spring,48,210,158,136,253
chanel,2019,spring,48,200,142,120,253
chanel,2019,spring,48,182,136,114,253
chanel,2019,spring,48,165,112,95,251
chanel,2018,spring,14,205,173,157,253
chanel,2018,spring,14,179,201,214,253
chanel,2018,spring,14,214,224,230,253
chanel,2018,spring,14,163,158,159,251
chanel,2021,spring,62,201,169,162,254
chanel,2021,spring,62,178,149,142,252
chanel,2021,spring,62,105,88,86,245
chanel,2021,spring,62,16,18,24,253
chanel,2020,spring,2,229,213,203,251
chanel,2020,spring,2,218,173,157,253
chanel,2020,spring,2,77,51,39,253
chanel,2020,spring,2,24,24,27,253
chanel,2018,fall,53,179,163,142,252
chanel,2018,fall,53,166,143,113,252
chanel,2018,fall,53,217,200,178,253
chanel,2018,fall,53,203,180,154,253
chanel,2018,fall,43,156,159,155,252
chanel,2018,fall,43,223,222,215,253
chanel,2018,fall,43,90,92,92,253
chanel,2018,fall,43,39,40,41,253
chanel,2019,fall,41,219,221,220,253
chanel,2019,fall,41,171,171,169,247
chanel,2019,fall,41,27,169,213,253
chanel,2019,fall,41,81,182,219,253
chanel,2020,spring,18,224,223,225,253
chanel,2020,spring,18,164,159,161,252
chanel,2020,spring,18,99,93,95,252
chanel,2020,spring,18,27,23,24,251
chanel,2019,fall,51,203,165,148,253
chanel,2019,fall,51,226,228,233,253
chanel,2019,fall,51,172,158,156,249
chanel,2019,fall,51,35,34,34,251
chanel,2019,fall,23,215,217,215,253
chanel,2019,fall,23,172,141,117,253
chanel,2019,fall,23,171,165,158,252
chanel,2019,fall,23,204,172,148,253
chanel,2019,fall,33,155,105,83,253
chanel,2019,fall,33,22,33,49,253
chanel,2019,fall,33,203,174,149,253
chanel,2019,fall,33,33,46,68,253
chanel,2018,fall,31,47,25,20,253
chanel,2018,fall,31,149,94,85,252
chanel,2018,fall,31,110,82,74,252
chanel,2018,fall,31,88,46,41,253
chanel,2018,fall,21,87,85,83,250
chanel,2018,fall,21,30,31,29,253
chanel,2018,fall,21,163,156,151,252
chanel,2021,spring,10,228,209,222,253
chanel,2021,spring,10,210,167,168,254
chanel,2021,spring,10,87,89,100,253
chanel,2021,spring,10,22,26,31,254
chanel,2018,spring,66,223,217,220,253
chanel,2018,spring,66,209,171,159,253
chanel,2018,spring,66,174,157,156,250
chanel,2018,spring,66,159,114,95,252
chanel,2018,spring,76,206,173,160,253
chanel,2018,spring,76,90,89,91,250
chanel,2018,spring,76,169,154,150,250
chanel,2018,spring,76,31,32,35,253
chanel,2020,fall,69,209,197,181,253
chanel,2020,fall,69,230,228,223,253
chanel,2020,fall,69,205,180,161,253
chanel,2020,fall,69,169,166,163,249
chanel,2020,spring,27,154,105,84,252
chanel,2020,spring,27,27,27,30,253
chanel,2020,spring,27,84,46,36,253
chanel,2020,spring,27,83,82,86,253
chanel,2020,spring,37,223,227,231,253
chanel,2020,spring,37,218,169,150,253
chanel,2020,spring,37,29,49,89,253
chanel,2020,spring,37,23,25,34,252
chanel,2018,spring,82,213,213,214,247
chanel,2018,spring,82,178,159,153,246
chanel,2018,spring,82,156,113,92,251
chanel,2018,spring,82,204,168,152,252
chanel,2018,spring,4,37,89,91,253
chanel,2018,spring,4,173,210,219,253
chanel,2018,spring,4,151,164,166,251
chanel,2018,spring,4,106,150,159,253
chanel,2019,spring,41,227,217,211,253
chanel,2019,spring,41,160,111,95,252
chanel,2019,spring,41,223,208,171,253
chanel,2019,spring,41,204,178,158,252
chanel,2019,spring,51,216,171,161,253
chanel,2019,spring,51,240,214,209,253
chanel,2019,spring,51,160,106,89,252
chanel,2019,spring,51,40,32,37,252
chanel,2020,fall,6,208,53,74,254
chanel,2020,fall,6,168,29,51,253
chanel,2020,fall,6,241,88,101,253
chanel,2020,fall,6,17,22,27,253
chanel,2020,fall,34,232,201,165,253
chanel,2020,fall,34,26,27,26,253
chanel,2020,fall,34,216,176,145,253
chanel,2020,fall,34,232,229,219,253
chanel,2020,fall,24,98,97,95,252
